Student ID,Gender,Age,Current Course,Marks,Absences,Study Hours,Career Interest Level,Career Choice,Soft Skills,Languages Spoken
3406,Male,22,Literature,81,5,20,5,Policy,Decision-making,Spanish
3407,Male,24,Science,60,4,21,1,Project Management,Creativity,German
3408,Female,23,Economy,69,4,24,9,Medical Doctor,Time Management,Chinese
3409,Female,19,Technology,80,2,21,8,Law,Patience,Chinese
3410,Female,21,Economy,91,2,12,1,Project Management,Empathy,German
3411,Female,21,Science,43,0,18,5,Accountancy,Teamwork,German
3412,Male,19,Economy,60,4,25,2,Project Management,Adaptability,French
3413,Female,23,Science,59,3,24,6,Education,Critical Thinking,Spanish
3414,Male,19,Literature,41,5,27,6,Education,Analytical,Chinese
3415,Female,20,Science,74,0,28,2,Arts,Adaptability,English
3416,Female,21,Arts,52,2,13,7,Education,Critical Thinking,English
3417,Female,18,Technology,54,0,26,10,Computer Science,Patience,English
3418,Male,19,Economy,74,3,17,7,Law,Time Management,Chinese
3419,Female,24,Science,95,4,30,10,Law,Adaptability,English
3420,Female,18,Science,47,0,30,9,Education,Leadership,English
3421,Female,21,Economy,66,2,21,8,Education,Negotiation,Spanish
3422,Male,21,Arts,87,0,17,1,Policy,Patience,German
3423,Female,18,Technology,95,2,14,9,Arts,Critical Thinking,Chinese
3424,Female,24,Science,72,5,17,4,Education,Leadership,Spanish
3425,Male,23,Literature,99,3,25,8,Law,Patience,Spanish
3426,Male,18,Science,77,1,29,1,Project Management,Teamwork,German
3427,Female,22,Arts,57,0,24,1,Education,Critical Thinking,Spanish
3428,Female,19,Economy,50,3,23,9,Education,Research,Spanish
3429,Female,18,Literature,73,0,22,7,Computer Science,Creativity,French
3430,Female,22,Science,77,5,25,7,Arts,Problem-solving,German
3431,Female,23,Literature,87,1,12,1,Computer Science,Negotiation,Spanish
3432,Male,20,Science,46,1,13,5,Education,Creativity,German
3433,Male,19,Arts,60,1,18,6,Medical Doctor,Decision-making,Chinese
3434,Female,22,Literature,60,3,26,5,Arts,Leadership,German
3435,Male,24,Technology,70,2,13,7,Policy,Leadership,German
3436,Female,18,Economy,59,2,22,7,Policy,Problem-solving,English
3437,Female,24,Arts,65,4,28,8,Education,Decision-making,Spanish
3438,Male,18,Economy,90,5,19,1,Law,Research,German
3439,Male,21,Arts,81,2,12,10,Computer Science,Research,German
3440,Female,19,Economy,45,3,11,8,Accountancy,Leadership,Chinese
3441,Female,23,Arts,96,0,28,5,Medical Doctor,Empathy,Chinese
3442,Male,19,Science,75,0,11,6,Law,Time Management,French
3443,Male,21,Science,44,1,26,6,Computer Science,Leadership,Chinese
3444,Male,19,Arts,96,5,30,2,Arts,Time Management,English
3445,Male,21,Economy,60,2,30,9,Computer Science,Negotiation,English
3446,Female,20,Science,46,3,24,5,Medical Doctor,Leadership,German
3447,Female,24,Arts,53,3,17,4,Accountancy,Adaptability,English
3448,Female,19,Arts,77,3,19,2,Education,Empathy,Spanish
3449,Male,23,Arts,84,1,14,8,Medical Doctor,Empathy,Chinese
3450,Male,22,Science,41,2,24,7,Medical Doctor,Empathy,German
3451,Female,22,Technology,58,0,10,6,Education,Creativity,German
3452,Male,21,Science,40,2,21,7,Education,Creativity,Spanish
3453,Male,20,Literature,94,1,11,4,Project Management,Empathy,Spanish
3454,Male,21,Technology,62,5,28,6,Education,Communication,Chinese
3455,Female,19,Literature,91,2,17,5,Arts,Critical Thinking,Spanish
3456,Male,18,Science,87,3,21,8,Law,Critical Thinking,German
3457,Male,20,Arts,52,3,28,9,Policy,Negotiation,German
3458,Male,23,Literature,85,0,20,3,Policy,Leadership,Spanish
3459,Male,24,Science,55,4,22,10,Law,Communication,English
3460,Male,24,Economy,40,5,21,3,Accountancy,Empathy,French
3461,Female,21,Technology,61,0,20,9,Project Management,Adaptability,English
3462,Female,23,Technology,40,3,22,3,Accountancy,Research,Chinese
3463,Female,24,Arts,71,3,28,8,Project Management,Research,Spanish
3464,Male,24,Economy,62,3,17,3,Policy,Time Management,Chinese
3465,Male,23,Arts,86,5,15,7,Education,Problem-solving,Spanish
3466,Male,21,Technology,67,5,27,6,Accountancy,Communication,German
3467,Male,18,Literature,80,0,17,8,Accountancy,Empathy,French
3468,Male,20,Economy,46,0,12,1,Arts,Communication,Spanish
3469,Female,18,Economy,93,0,27,1,Accountancy,Research,French
3470,Male,21,Science,45,4,18,6,Education,Time Management,English
3471,Female,20,Economy,48,1,14,3,Computer Science,Research,Chinese
3472,Female,21,Literature,71,4,19,2,Policy,Teamwork,English
3473,Male,18,Economy,81,5,23,1,Policy,Patience,German
3474,Female,23,Technology,57,1,17,4,Computer Science,Research,English
3475,Female,19,Literature,71,4,19,5,Education,Problem-solving,Spanish
3476,Male,19,Literature,71,2,28,10,Education,Research,English
3477,Female,21,Science,86,5,13,10,Policy,Communication,Spanish
3478,Female,23,Literature,86,2,21,9,Arts,Empathy,German
3479,Male,18,Technology,53,4,10,5,Project Management,Negotiation,French
3480,Female,19,Literature,80,4,14,2,Medical Doctor,Empathy,French
3481,Male,18,Science,73,5,15,10,Project Management,Adaptability,English
3482,Male,22,Science,49,1,28,2,Medical Doctor,Patience,German
3483,Female,22,Arts,99,2,17,8,Education,Negotiation,Chinese
3484,Female,24,Science,96,1,10,3,Policy,Teamwork,English
3485,Female,24,Arts,75,5,10,8,Medical Doctor,Time Management,French
3486,Male,22,Economy,88,4,27,10,Law,Decision-making,Chinese
3487,Female,21,Literature,49,2,24,10,Arts,Time Management,Spanish
3488,Male,19,Arts,50,4,15,1,Policy,Creativity,French
3489,Male,19,Technology,50,1,14,7,Policy,Communication,English
3490,Female,22,Economy,82,0,23,10,Law,Leadership,French
3491,Male,23,Science,74,5,23,10,Accountancy,Creativity,Chinese
3492,Female,20,Technology,66,1,22,6,Arts,Decision-making,German
3493,Male,22,Science,80,4,24,3,Computer Science,Decision-making,English
3494,Female,20,Technology,97,0,10,1,Accountancy,Teamwork,French
3495,Male,18,Arts,40,0,21,2,Computer Science,Adaptability,English
3496,Male,20,Technology,41,5,27,10,Policy,Decision-making,German
3497,Female,20,Literature,77,1,26,5,Accountancy,Teamwork,Spanish
3498,Female,19,Literature,53,4,27,6,Medical Doctor,Patience,Spanish
3499,Female,19,Technology,63,0,16,3,Education,Critical Thinking,Spanish
3500,Male,18,Literature,76,3,12,4,Project Management,Empathy,German
3501,Female,24,Literature,75,2,21,7,Accountancy,Negotiation,French
3502,Female,19,Economy,44,2,24,1,Education,Analytical,Chinese
3503,Male,23,Arts,44,5,13,2,Education,Patience,German
3504,Female,22,Technology,74,5,15,4,Accountancy,Problem-solving,German
3505,Female,21,Technology,49,1,10,3,Policy,Decision-making,Spanish
3506,Female,22,Economy,95,5,13,9,Accountancy,Negotiation,German
3507,Female,18,Science,90,4,20,3,Medical Doctor,Patience,French
3508,Male,24,Literature,52,0,23,3,Accountancy,Empathy,German
3509,Male,23,Literature,55,5,30,5,Computer Science,Negotiation,Spanish
3510,Female,22,Technology,57,3,16,3,Project Management,Patience,English
3511,Female,22,Technology,89,2,21,8,Computer Science,Decision-making,Chinese
3512,Male,24,Arts,58,4,30,4,Law,Critical Thinking,Chinese
3513,Male,18,Economy,68,5,25,4,Law,Analytical,English
3514,Female,20,Science,77,3,22,8,Education,Critical Thinking,German
3515,Female,18,Economy,57,4,30,9,Policy,Analytical,French
3516,Male,22,Arts,67,1,20,4,Accountancy,Empathy,German
3517,Male,23,Technology,100,0,16,4,Arts,Negotiation,French
3518,Male,23,Technology,56,0,21,1,Education,Leadership,Chinese
3519,Male,22,Technology,50,5,20,10,Medical Doctor,Creativity,French
3520,Male,22,Arts,66,4,23,10,Arts,Adaptability,German
3521,Female,22,Arts,53,5,27,8,Computer Science,Communication,German
3522,Female,18,Literature,76,2,30,4,Arts,Negotiation,English
3523,Female,19,Literature,83,5,24,10,Arts,Critical Thinking,English
3524,Male,21,Science,42,3,24,5,Law,Adaptability,French
3525,Male,23,Arts,90,4,24,5,Arts,Negotiation,English
3526,Female,24,Economy,42,3,22,5,Accountancy,Problem-solving,German
3527,Female,22,Arts,76,1,17,6,Medical Doctor,Teamwork,French
3528,Female,22,Science,48,1,25,8,Medical Doctor,Leadership,French
3529,Male,22,Technology,72,3,15,8,Education,Teamwork,French
3530,Female,19,Arts,44,1,13,10,Law,Empathy,Spanish
3531,Female,19,Technology,72,2,10,7,Accountancy,Teamwork,Spanish
3532,Female,18,Economy,55,3,28,1,Medical Doctor,Patience,Chinese
3533,Female,18,Economy,64,2,10,1,Project Management,Research,Chinese
3534,Male,23,Arts,42,2,18,3,Medical Doctor,Creativity,Spanish
3535,Female,23,Technology,79,2,18,5,Arts,Time Management,French
3536,Male,24,Technology,84,5,20,8,Policy,Patience,Spanish
3537,Male,18,Literature,54,0,15,6,Arts,Teamwork,Chinese
3538,Female,22,Economy,48,5,24,6,Project Management,Communication,German
3539,Male,21,Economy,55,4,17,2,Law,Adaptability,English
3540,Male,18,Technology,59,5,13,9,Policy,Decision-making,French
3541,Male,23,Literature,40,1,29,8,Education,Teamwork,French
3542,Female,24,Technology,81,5,20,6,Computer Science,Time Management,French
3543,Male,18,Literature,52,5,17,2,Education,Decision-making,Spanish
3544,Female,21,Arts,55,4,20,7,Arts,Communication,German
3545,Male,19,Economy,41,3,23,6,Medical Doctor,Negotiation,Spanish
3546,Male,18,Arts,41,5,16,3,Accountancy,Patience,Spanish
3547,Female,24,Technology,56,0,23,2,Computer Science,Empathy,Chinese
3548,Female,21,Arts,58,3,20,10,Education,Decision-making,English
3549,Male,22,Literature,64,4,18,1,Project Management,Teamwork,English
3550,Female,18,Technology,57,0,15,7,Education,Decision-making,Spanish
3551,Male,23,Science,40,5,23,3,Policy,Research,English
3552,Male,18,Arts,41,1,23,3,Accountancy,Creativity,Spanish
3553,Female,19,Arts,92,1,13,7,Medical Doctor,Critical Thinking,Spanish
3554,Female,22,Literature,41,2,29,7,Arts,Teamwork,English
3555,Female,24,Arts,40,0,11,6,Policy,Problem-solving,French
3556,Male,24,Arts,80,5,17,8,Accountancy,Research,German
3557,Female,21,Arts,49,4,28,1,Arts,Analytical,English
3558,Male,23,Literature,66,1,14,8,Law,Teamwork,English
3559,Male,20,Literature,84,0,12,5,Medical Doctor,Analytical,Spanish
3560,Female,23,Arts,52,0,21,2,Project Management,Communication,German
3561,Female,22,Literature,85,2,26,4,Project Management,Problem-solving,English
3562,Female,18,Literature,56,1,21,7,Education,Teamwork,Chinese
3563,Male,19,Science,75,1,24,9,Computer Science,Patience,Chinese
3564,Female,19,Science,89,3,13,3,Arts,Creativity,Spanish
3565,Male,20,Arts,40,4,25,3,Computer Science,Time Management,Chinese
3566,Female,22,Literature,73,0,12,3,Policy,Leadership,German
3567,Female,19,Technology,95,3,16,2,Law,Adaptability,English
3568,Female,20,Arts,96,2,29,6,Medical Doctor,Negotiation,Spanish
3569,Male,24,Arts,78,4,12,10,Computer Science,Communication,Spanish
3570,Female,24,Arts,68,2,25,3,Education,Research,English
3571,Male,22,Literature,67,2,24,4,Medical Doctor,Problem-solving,Chinese
3572,Male,22,Economy,76,3,17,9,Policy,Empathy,Chinese
3573,Female,22,Economy,75,3,30,5,Project Management,Leadership,Chinese
3574,Male,18,Science,89,3,12,10,Policy,Analytical,Chinese
3575,Male,22,Economy,94,1,20,5,Medical Doctor,Decision-making,English
3576,Female,18,Arts,82,4,23,10,Law,Leadership,English
3577,Male,20,Technology,52,1,25,5,Education,Leadership,French
3578,Female,19,Literature,59,3,19,8,Medical Doctor,Decision-making,Spanish
3579,Male,22,Economy,40,1,24,5,Education,Empathy,English
3580,Male,22,Literature,71,0,19,8,Medical Doctor,Empathy,Chinese
3581,Female,18,Science,96,2,14,9,Law,Research,Spanish
3582,Male,24,Literature,77,2,29,5,Accountancy,Adaptability,Chinese
3583,Male,24,Science,56,4,17,4,Policy,Critical Thinking,Chinese
3584,Male,21,Economy,93,1,19,7,Arts,Teamwork,French
3585,Female,22,Literature,95,4,23,10,Law,Teamwork,Chinese
3586,Female,23,Literature,68,5,29,6,Accountancy,Patience,German
3587,Male,22,Economy,40,4,23,7,Accountancy,Empathy,French
3588,Female,21,Literature,66,3,14,6,Arts,Research,German
3589,Female,23,Arts,68,2,10,2,Policy,Leadership,Spanish
3590,Male,23,Science,50,2,24,8,Law,Problem-solving,Chinese
3591,Male,18,Literature,66,4,15,10,Law,Analytical,French
3592,Male,20,Arts,76,4,15,6,Policy,Empathy,Chinese
3593,Female,20,Technology,94,4,23,8,Medical Doctor,Analytical,Spanish
3594,Male,18,Arts,49,3,19,2,Policy,Decision-making,Chinese
3595,Male,19,Science,67,4,24,6,Accountancy,Research,Spanish
3596,Female,22,Technology,40,5,10,3,Medical Doctor,Patience,German
3597,Male,23,Science,57,3,11,5,Computer Science,Negotiation,German
3598,Female,20,Science,42,5,14,2,Medical Doctor,Analytical,German
3599,Male,22,Science,96,3,30,3,Medical Doctor,Empathy,English
3600,Male,24,Science,94,2,24,8,Policy,Research,French
3601,Female,23,Technology,71,5,16,5,Law,Time Management,Spanish
3602,Female,23,Science,92,3,18,3,Computer Science,Time Management,Chinese
3603,Male,20,Literature,43,5,25,7,Project Management,Problem-solving,French
3604,Female,22,Economy,85,1,22,2,Computer Science,Empathy,French
3605,Female,18,Technology,91,2,20,7,Project Management,Problem-solving,Chinese
3606,Male,24,Science,75,0,16,6,Education,Research,Spanish
3607,Female,21,Science,80,4,30,4,Medical Doctor,Analytical,English
3608,Male,20,Technology,56,5,27,6,Education,Time Management,Chinese
3609,Female,18,Economy,58,2,16,8,Project Management,Adaptability,French
3610,Female,18,Arts,87,4,10,6,Education,Negotiation,German
3611,Male,24,Economy,90,1,12,9,Policy,Creativity,German
3612,Male,19,Economy,67,0,23,10,Arts,Decision-making,Spanish
3613,Female,24,Technology,57,4,18,2,Project Management,Leadership,English
3614,Female,24,Literature,71,4,13,1,Law,Empathy,English
3615,Male,19,Literature,73,0,16,6,Project Management,Teamwork,Chinese
3616,Female,19,Technology,84,1,22,1,Computer Science,Research,English
3617,Male,18,Economy,40,5,19,5,Education,Critical Thinking,German
3618,Female,24,Arts,45,3,23,2,Education,Negotiation,French
3619,Male,21,Science,91,4,30,8,Medical Doctor,Time Management,German
3620,Male,20,Literature,96,2,15,3,Policy,Analytical,Chinese
3621,Male,22,Literature,47,1,27,1,Accountancy,Time Management,Spanish
3622,Male,21,Economy,90,0,24,9,Policy,Creativity,German
3623,Female,20,Literature,68,4,20,8,Computer Science,Empathy,Chinese
3624,Male,21,Literature,52,5,11,8,Education,Decision-making,German
3625,Female,24,Literature,91,5,27,3,Education,Patience,German
3626,Female,18,Economy,88,1,26,8,Policy,Empathy,German
3627,Male,19,Arts,52,0,30,1,Accountancy,Research,Spanish
3628,Female,19,Economy,43,2,19,8,Arts,Patience,English
3629,Male,21,Economy,42,2,15,1,Project Management,Analytical,Spanish
3630,Male,19,Literature,97,1,17,1,Law,Creativity,German
3631,Female,20,Literature,52,2,14,4,Computer Science,Creativity,Chinese
3632,Male,20,Arts,86,1,16,5,Arts,Creativity,English
3633,Male,18,Science,80,2,24,8,Project Management,Time Management,French
3634,Female,24,Literature,96,4,25,5,Computer Science,Critical Thinking,French
3635,Female,23,Economy,75,4,21,2,Arts,Decision-making,German
3636,Male,23,Science,55,3,28,6,Education,Time Management,Chinese
3637,Female,20,Arts,99,0,13,9,Computer Science,Communication,German
3638,Male,22,Technology,94,2,17,8,Accountancy,Leadership,Chinese
3639,Male,20,Literature,54,5,26,4,Education,Research,Spanish
3640,Male,24,Literature,69,2,10,9,Accountancy,Decision-making,French
3641,Female,21,Economy,83,5,19,3,Education,Negotiation,French
3642,Male,24,Literature,65,4,24,4,Law,Adaptability,Spanish
3643,Female,19,Literature,70,5,12,3,Medical Doctor,Problem-solving,German
3644,Female,21,Economy,46,5,22,3,Law,Critical Thinking,French
3645,Female,24,Technology,46,2,14,6,Arts,Communication,Spanish
3646,Male,21,Literature,78,3,24,10,Computer Science,Communication,Spanish
3647,Male,20,Economy,40,0,28,3,Arts,Decision-making,Spanish
3648,Male,20,Technology,67,1,24,10,Project Management,Leadership,French
3649,Female,21,Arts,73,1,10,10,Project Management,Adaptability,German
3650,Male,20,Literature,49,4,16,9,Medical Doctor,Analytical,Spanish
3651,Female,18,Technology,51,1,18,5,Medical Doctor,Communication,Chinese
3652,Male,20,Literature,56,4,17,6,Arts,Critical Thinking,Chinese
3653,Male,18,Arts,71,4,29,10,Accountancy,Leadership,Spanish
3654,Female,18,Arts,66,1,17,1,Accountancy,Empathy,Chinese
3655,Male,22,Technology,47,2,27,8,Project Management,Research,German
3656,Male,21,Economy,43,0,15,8,Education,Creativity,English
3657,Female,21,Arts,82,3,29,2,Arts,Critical Thinking,German
3658,Male,24,Science,100,5,10,2,Computer Science,Problem-solving,Chinese
3659,Female,22,Arts,94,3,18,5,Computer Science,Patience,Chinese
3660,Male,21,Literature,51,2,30,7,Policy,Creativity,French
3661,Male,23,Literature,58,4,20,1,Computer Science,Adaptability,French
3662,Female,18,Science,58,1,21,3,Arts,Patience,Chinese
3663,Female,24,Economy,97,3,16,4,Education,Adaptability,Chinese
3664,Male,19,Economy,93,1,20,9,Arts,Leadership,English
3665,Female,20,Technology,49,0,16,5,Law,Patience,German
3666,Female,24,Arts,57,3,21,3,Policy,Problem-solving,Chinese
3667,Female,20,Science,78,5,11,9,Education,Patience,English
3668,Female,20,Arts,85,5,24,8,Accountancy,Patience,English
3669,Male,18,Science,97,4,23,1,Education,Research,English
3670,Female,18,Technology,86,0,29,5,Project Management,Problem-solving,German
3671,Female,24,Economy,46,0,26,2,Project Management,Leadership,Spanish
3672,Male,24,Science,50,2,19,5,Policy,Patience,German
3673,Male,22,Science,84,4,24,9,Arts,Time Management,Chinese
3674,Male,24,Economy,61,0,21,4,Law,Research,Chinese
3675,Female,19,Literature,63,0,10,4,Education,Leadership,Chinese
3676,Female,22,Literature,49,4,12,2,Medical Doctor,Decision-making,German
3677,Female,21,Technology,53,2,11,7,Education,Adaptability,French
3678,Male,19,Economy,87,3,20,1,Computer Science,Critical Thinking,English
3679,Male,23,Arts,81,0,20,2,Policy,Time Management,English
3680,Male,23,Literature,59,2,24,3,Medical Doctor,Adaptability,Spanish
3681,Male,20,Science,52,2,11,4,Project Management,Creativity,Spanish
3682,Male,23,Technology,49,3,30,3,Computer Science,Time Management,English
